step,mode,market,unit,region,actor_a,actor_b,amount,object_id,result
155,gmoe,dividend,STOCK,R03,A014,A004,0.05652691040843217,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A005,0.039446247147782276,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A006,0.061103026705241266,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A007,0.06958965466690446,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A009,0.28168303759892765,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A010,0.08967427439295922,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A012,0.030353016141591038,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A013,0.036759857051029465,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A014,1.1442409604806276,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A015,0.031217305751978168,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A016,0.0638825399427614,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A017,0.07827148908949931,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A018,0.02879161796445503,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A019,0.1251053564028176,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A021,0.0072892842991292145,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A022,0.0071015280228844966,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A024,0.012734612459903063,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A025,0.026805895913374587,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A026,0.013349165473906225,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A027,0.006508014023091874,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A028,0.13447254479890589,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A030,0.01567941306874987,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A031,0.02182407565362861,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A032,0.031174945550605317,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A033,0.1650598409439009,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A035,0.022385704598574627,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A036,0.11050075614857112,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A037,0.010227477486426525,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A040,0.012175045942626962,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A041,0.020845941661226053,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A042,0.006561732339046633,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A043,0.0375398287047593,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A044,0.047897828844667444,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A045,0.01275914520285824,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A046,0.007688370622328016,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R03,A014,A058,0.006390351479793068,STOCK_A014,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A000,0.0332262852648697,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A001,0.044948979731865936,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A002,0.013443808456248544,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A003,0.057598969976523626,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A006,0.015507745757284084,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A009,0.11925850381693127,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A010,0.06652023003224436,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A012,0.030531085358394904,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A014,0.1662488936343143,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A016,0.007237204227519185,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A018,0.02883018825839131,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A019,0.13682584002284404,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A020,0.015388737963758663,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A021,0.006758019482220174,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A022,0.03998466079365745,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A023,0.007774268602927776,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A026,0.006884832441789482,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A028,0.4127669144611578,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A029,0.008575069926675692,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A031,0.01855178255197208,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A032,0.008520820006812722,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A033,1.2631216612472098,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A036,0.30844125583140786,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A037,0.010072430630006894,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A039,0.00646503540564176,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A042,0.013344403716796535,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R02,A033,A043,0.1531723724005341,STOCK_A033,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A000,0.026661688853675994,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A001,0.008743301210121682,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A002,0.03258684485872575,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A003,0.011452194107793091,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A005,0.03792934984082989,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A009,0.0990423841243916,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A010,0.0728807277384715,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A013,0.008715945317426388,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A014,0.19978815007519724,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A015,0.04363153017327182,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A017,0.008227352956106592,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A019,0.14973133532924246,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A022,0.00720524116234031,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A023,0.01222268739461938,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A024,0.019960162429836975,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A025,0.0570734833189552,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A026,0.03553583635307824,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A027,0.026437001614873144,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A028,0.24864968470427895,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A030,0.018226790945836176,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A032,0.019846295911465535,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A033,0.22109351439695527,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A034,0.016884012531497558,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A036,1.423256132680292,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A038,0.01285173742398263,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A039,0.03362348739048789,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A040,0.007589579152440934,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R04,A036,A043,0.14015354800380592,STOCK_A036,omk_dividend
155,gmoe,dividend,STOCK,R01,A050,A050,0.03350780204977117,STOCK_A050,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A008,0.0038061134532987265,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A009,0.006476980737691034,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A012,0.0022903610536010137,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A014,0.0037708921872514236,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A015,0.002444602877694312,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A018,0.0034318129093885413,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A019,0.1111340067186501,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A028,0.00708955461917113,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A033,0.0032393976145516997,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A039,0.0009648608222270521,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R02,A019,A042,0.0010470330776393218,STOCK_A019,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A000,0.01747551491008722,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A004,0.02947872805406813,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A005,0.009692770562357683,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A006,0.010943505500174863,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A007,0.01172589550047172,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A008,0.02637253773155631,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A009,0.3206237207904053,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A010,0.07220485953800108,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A011,0.027393709713256314,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A012,0.011466586747002855,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A013,0.010258829827222718,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A014,0.1252537713954959,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A015,0.028959587005427844,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A016,0.01611076415980442,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A017,0.022986601230710526,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A019,0.15497597540059518,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A027,0.011668370643895308,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A028,1.386530543195126,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A029,0.01719108984992351,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A030,0.012091832163720267,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A031,0.009497253212083034,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A033,0.3306777104350694,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A034,0.010223310358784717,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A035,0.008511003878909861,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A036,0.13820696877341934,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A043,0.14210299655865968,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A044,0.029875060756918263,STOCK_A028,omk_dividend
155,gmoe,dividend,STOCK,R04,A028,A057,0.007500502106851313,STOCK_A028,omk_dividend
155,gmoe,credit_market,DEBT,R03,A014,A004,3.5,CR_155_A004,omk_credit
155,gmoe,credit_market,DEBT,R02,A014,A005,3.5,CR_155_A005,omk_credit
155,gmoe,credit_market,DEBT,R02,A014,A008,3.5,CR_155_A008,omk_credit
155,gmoe,credit_market,DEBT,R00,A014,A015,3.5,CR_155_A015,omk_credit
155,gmoe,credit_settlement,DEBT,R01,A000,A014,3.8500000000000005,CR_150_A000,fulfilled_omk
155,gmoe,credit_settlement,DEBT,R03,A004,A014,3.8500000000000005,CR_150_A004,fulfilled_omk
155,gmoe,credit_settlement,DEBT,R02,A005,A014,3.8500000000000005,CR_150_A005,fulfilled_omk
155,gmoe,credit_settlement,DEBT,R02,A008,A014,3.8500000000000005,CR_150_A008,fulfilled_omk
155,gmoe,interregional_bridge,BRIDGE,R04,A038,R01,0.6664941890942072,PKT_155_R04_R01_463,sent
155,gmoe,interregional_bridge,BRIDGE,R03,A035,R04,0.750461830388064,PKT_155_R03_R04_464,sent
155,gmoe,interregional_bridge,BRIDGE,R00,A041,R02,0.7681883745050427,PKT_155_R00_R02_465,sent
155,gmoe,interregional_settlement,BRIDGE,R03,A038,R03,0.6529119968957854,PKT_146_R04_R03_436,rejected_low_trust_or_proof
155,gmoe,interregional_settlement,BRIDGE,R04,A041,R04,0.742910402849598,PKT_147_R00_R04_439,accepted
155,gmoe,interregional_settlement,BRIDGE,R03,A043,R03,0.9916051147832783,PKT_148_R01_R03_444,accepted
155,gmoe,interregional_settlement,BRIDGE,R01,A014,R01,1.9999999999999991,PKT_150_R03_R01_450,rejected_low_trust_or_proof
155,gmoe,interregional_settlement,BRIDGE,R00,A035,R00,0.8049010514470067,PKT_151_R03_R00_451,accepted
155,gmoe,repair_fund,REPAIR,R04,repair_fund,A010,0.2142713579866379,repair_harm,funded
156,gmoe,goods_market,OMK,R04,A051,A038,3.315956310748901,goods,insufficient_omk
156,gmoe,securities_market,STOCK,R00,A041,A036,25.17164161913541,STOCK_A036,insufficient_omk
156,gmoe,securities_market,STOCK,R02,A011,A033,8.297264021818634,STOCK_A033,insufficient_omk
156,gmoe,securities_market,STOCK,R04,A022,A014,8.77404632651568,STOCK_A014,insufficient_omk
156,gmoe,securities_market,STOCK,R01,A044,A014,19.281601768058074,STOCK_A014,insufficient_omk
156,gmoe,securities_market,STOCK,R04,A010,A014,8.804920463186694,STOCK_A014,paid_omk
156,gmoe,securities_market,STOCK,R03,A031,A036,4.235512061820536,STOCK_A036,paid_omk
156,gmoe,securities_market,STOCK,R00,A039,A009,25.36116686201482,STOCK_A009,insufficient_omk
156,gmoe,securities_market,STOCK,R00,A054,A033,8.288011604796022,STOCK_A033,insufficient_omk
156,gmoe,securities_market,STOCK,R02,A008,A009,17.034355454188614,STOCK_A009,insufficient_omk
156,gmoe,securities_market,STOCK,R00,A013,A028,47.78306303363872,STOCK_A028,insufficient_omk
156,gmoe,securities_market,STOCK,R00,A020,A033,11.793900677436788,STOCK_A033,insufficient_omk
156,gmoe,securities_market,STOCK,R02,A016,A028,56.06838565753956,STOCK_A028,insufficient_omk
156,gmoe,dividend,STOCK,R02,A009,A000,0.057503407886231074,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A001,0.005588887757586853,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A002,0.00747607985839575,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A003,0.012044295581206128,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A004,0.012105540550890932,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A005,0.013242068023690694,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A006,0.007928497327236366,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A007,0.045455577367212466,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A008,0.017187167764370993,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A009,0.8677682159052303,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A010,0.04042406911864789,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A011,0.03613799698815503,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A012,0.008103828703923609,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A013,0.037976488042469676,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A014,0.033279258990263766,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A015,0.04381770687082967,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A016,0.01697915723635737,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A018,0.023775716157544896,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A019,0.016813718069253233,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A020,0.03493920932509139,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A021,0.02107292237310072,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A023,0.047831130391601834,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A024,0.009320727425223685,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A026,0.0053138630632929024,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A027,0.006089741919458575,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A028,0.07478737500371463,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A029,0.01852742843957648,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A033,0.13674564492785904,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A034,0.00469929980844272,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A036,0.11022662693956853,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A037,0.012629817053114577,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A039,0.0127794583772776,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A040,0.013686702489130996,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A041,0.02347643810521064,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A043,0.13298477058292854,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A044,0.021602439455553516,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A048,0.006306265462242356,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A052,0.008865943026951425,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A053,0.008650724118547977,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R02,A009,A056,0.015354276401414872,STOCK_A009,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A000,0.055469987261324925,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A001,0.008716788273031876,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A002,0.04024724961035647,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A003,0.021425158095563536,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A004,0.05629253417638776,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A005,0.03928269207802897,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A006,0.06084967662715974,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A007,0.06930111667796694,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A009,0.28051510168121624,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A010,0.10174129119365007,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A012,0.03022716412698335,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A013,0.03660744049891544,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A014,1.1394966204321342,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A015,0.031087870153183515,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A016,0.06361766523269803,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A017,0.07794695380963436,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A018,0.02867223993929474,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A019,0.12458663493316001,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A021,0.0072590609068371855,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A022,0.0070720831201340146,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A024,0.012681811228359853,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A025,0.026694751242007334,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A026,0.01329381613529732,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A027,0.006481029993825047,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A028,0.1339149843708608,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A030,0.015614401877988357,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A031,0.021733586989334187,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A032,0.031045685588941982,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A033,0.16437545711144377,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A035,0.022292887265068097,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A036,0.11004258939795569,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A037,0.010185071531116606,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A040,0.012124564828899316,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A041,0.020759508611468445,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A042,0.006534525578758521,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A043,0.03738417817406796,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A044,0.04769923117558191,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A045,0.012706242251765632,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A046,0.007656492507568124,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R03,A014,A058,0.006363855312030644,STOCK_A014,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A000,0.0332262852648697,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A001,0.044948979731865936,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A002,0.013443808456248544,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A003,0.057598969976523626,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A006,0.015507745757284084,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A009,0.11925850381693127,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A010,0.06652023003224436,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A012,0.030531085358394904,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A014,0.1662488936343143,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A016,0.007237204227519185,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A018,0.02883018825839131,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A019,0.13682584002284404,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A020,0.015388737963758663,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A021,0.006758019482220174,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A022,0.03998466079365745,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A023,0.007774268602927776,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A026,0.006884832441789482,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A028,0.4127669144611578,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A029,0.008575069926675692,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A031,0.01855178255197208,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A032,0.008520820006812722,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A033,1.2631216612472098,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A036,0.30844125583140786,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A037,0.010072430630006894,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A039,0.00646503540564176,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A042,0.013344403716796535,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R02,A033,A043,0.1531723724005341,STOCK_A033,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A000,0.0265971418697874,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A001,0.008722133994292253,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A002,0.03250795328656691,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A003,0.011424468760287099,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A005,0.03783752425744254,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A009,0.09880260609654609,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A010,0.07270428613400519,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A013,0.008694844329223225,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A014,0.199304470193746,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A015,0.04352589981764862,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A017,0.008207434832329132,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A019,0.14936884118484836,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A022,0.007187797534227648,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A023,0.01219309671074839,STOCK_A036,omk_dividend
156,gmoe,dividend,STOCK,R04,A036,A024,0.019911839598907424,STOCK_A036,omk_dividend
