step,kind,legacy_term_replaced,action,domain,sector,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Delta Commons,DeltaCom Commune 953,Delta Commons,DeltaCom Commune 953,20143906.594714,education:DeltaCom Commune 953->DeltaCom Commune 953,angle=2.591; difference=0.000; determination=1.595,"service is used as social effect, not purchased service value",2.8,0.997232,0.496,0.744,3.020632,3.0,4.0,3.225557,0.0,1.59499,0.917996,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Delta Commons,DeltaCom Commune 953,Delta Commons,DeltaCom Commune 953,27312770.078185,mobility:DeltaCom Commune 953->DeltaCom Commune 953,angle=2.867; difference=0.000; determination=1.595,"service is used as social effect, not purchased service value",2.64,0.805232,0.4,0.6,2.808174,2.28,4.0,3.225557,0.0,1.59499,0.917996,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Delta Commons,DeltaCom Commune 953,Delta Commons,DeltaCom Commune 953,8882417.463744,governance:DeltaCom Commune 953->DeltaCom Commune 953,angle=3.625; difference=0.000; determination=1.595,"service is used as social effect, not purchased service value",2.68,1.189232,0.592,0.888,3.427497,3.44,4.0,3.225557,0.0,1.59499,0.917996,3.624986
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Delta Commons,DeltaCom Commune 953,Delta Commons,DeltaCom Commune 953,7282840.063875,knowledge:DeltaCom Commune 953->DeltaCom Commune 953,angle=3.625; difference=0.000; determination=1.595,"service is used as social effect, not purchased service value",2.76,1.093232,0.544,0.816,2.449911,3.28,4.0,3.225557,0.0,1.59499,0.917996,3.624986
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Delta Commons,DeltaCom Commune 953,Delta Commons,DeltaCom Commune 953,8851205.859116,resilience:DeltaCom Commune 953->DeltaCom Commune 953,angle=3.636; difference=0.000; determination=1.595,"service is used as social effect, not purchased service value",2.52,1.317232,0.656,0.984,2.773365,3.52,4.0,3.225557,0.0,1.59499,0.917996,3.635649
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,87405899.680591,water:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.244; difference=4.000; determination=3.516,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,3.405232,3.752482,4.0,2.218847,3.88,2.839101,3.139007,4.0,3.515584,4.0,3.24374
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,87405899.680591,food:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.244; difference=4.000; determination=3.516,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,3.325232,3.712482,3.94,2.795994,3.76,2.839101,3.139007,4.0,3.515584,4.0,3.24374
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,87405899.680591,energy:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.208; difference=4.000; determination=3.516,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,3.053232,3.576482,3.736,2.721129,3.2,2.839101,3.139007,4.0,3.515584,4.0,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,87405899.680591,shelter:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.120; difference=0.000; determination=1.316,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.840482,1.032,1.971972,3.52,2.839101,3.139007,0.0,1.315584,0.806234,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,19919712.263942,health:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.244; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",3.04,1.445232,0.872482,1.08,2.434623,3.64,2.839101,3.139007,0.0,1.315584,0.806234,3.24374
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,19398425.83301,care:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.244; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",3.24,1.221232,0.760482,0.912,2.399359,3.2,2.839101,3.139007,0.0,1.315584,0.806234,3.24374
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,13700999.424863,education:DeltaCom Commune 831->DeltaCom Commune 831,angle=2.591; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",2.8,0.997232,0.648482,0.744,2.122515,3.0,2.839101,3.139007,0.0,1.315584,0.806234,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,18442984.379924,mobility:DeltaCom Commune 831->DeltaCom Commune 831,angle=2.867; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",2.64,0.805232,0.552482,0.6,2.426896,2.28,2.839101,3.139007,0.0,1.315584,0.806234,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,6400009.945605,governance:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.234; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",2.68,1.189232,0.744482,0.888,2.713242,3.44,2.839101,3.139007,0.0,1.315584,0.806234,3.233818
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,5518893.719966,knowledge:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.234; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",2.76,1.093232,0.696482,0.816,2.3811,3.28,2.839101,3.139007,0.0,1.315584,0.806234,3.233818
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Delta Commons,DeltaCom Commune 831,Delta Commons,DeltaCom Commune 831,10922671.064223,resilience:DeltaCom Commune 831->DeltaCom Commune 831,angle=3.244; difference=0.000; determination=1.316,"service is used as social effect, not purchased service value",2.52,1.317232,0.808482,0.984,2.409852,3.52,2.839101,3.139007,0.0,1.315584,0.806234,3.244481
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,86673535.84282,water:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.288; difference=3.268; determination=3.297,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,3.075652,3.087321,3.487321,3.160077,3.88,4.0,3.23605,3.267601,3.297316,4.0,3.288033
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,86673535.84282,food:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.288; difference=0.000; determination=1.500,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,1.525232,0.76,1.14,3.373909,3.76,4.0,3.23605,0.0,1.500136,0.880054,3.288033
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,86673535.84282,energy:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.208; difference=0.174; determination=1.596,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,1.331452,0.745675,1.057675,2.934094,3.2,4.0,3.23605,0.173822,1.595738,1.052138,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,86673535.84282,shelter:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.120; difference=0.000; determination=1.500,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.688,1.032,2.680642,3.52,4.0,3.23605,0.0,1.500136,0.880054,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,14301133.414065,health:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.288; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",3.04,1.445232,0.72,1.08,2.828031,3.64,4.0,3.23605,0.0,1.500136,0.880054,3.288033
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,18237579.648726,care:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.288; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",3.24,1.221232,0.608,0.912,2.735001,3.2,4.0,3.23605,0.0,1.500136,0.880054,3.288033
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,13169500.22927,education:DeltaCom Commune 235->DeltaCom Commune 235,angle=2.591; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",2.8,0.997232,0.496,0.744,3.061618,3.0,4.0,3.23605,0.0,1.500136,0.880054,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,18024651.489031,mobility:DeltaCom Commune 235->DeltaCom Commune 235,angle=2.867; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",2.64,0.805232,0.4,0.6,2.978741,2.28,4.0,3.23605,0.0,1.500136,0.880054,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,6014303.488473,governance:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.492; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",2.68,1.189232,0.592,0.888,3.223435,3.44,4.0,3.23605,0.0,1.500136,0.880054,3.49219
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,4773245.973118,knowledge:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.492; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",2.76,1.093232,0.544,0.816,2.97705,3.28,4.0,3.23605,0.0,1.500136,0.880054,3.49219
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Delta Commons,DeltaCom Commune 235,Delta Commons,DeltaCom Commune 235,5850463.66939,resilience:DeltaCom Commune 235->DeltaCom Commune 235,angle=3.503; difference=0.000; determination=1.500,"service is used as social effect, not purchased service value",2.52,1.317232,0.656,0.984,3.264113,3.52,4.0,3.23605,0.0,1.500136,0.880054,3.502853
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,27363964.341255,water:Temperate Commune 066->Temperate Commune 066,angle=3.292; difference=4.000; determination=3.716,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,3.405232,3.784269,4.0,2.66539,3.88,2.62622,2.242979,4.0,3.716437,4.0,3.291945
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,9251547.892763,food:Temperate Commune 066->Temperate Commune 066,angle=3.292; difference=4.000; determination=3.716,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,3.325232,3.744269,3.94,2.084352,3.76,2.62622,2.242979,4.0,3.716437,4.0,3.291945
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,27363964.341255,energy:Temperate Commune 066->Temperate Commune 066,angle=3.208; difference=4.000; determination=3.716,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,3.053232,3.608269,3.736,2.901364,3.2,2.62622,2.242979,4.0,3.716437,4.0,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,27363964.341255,shelter:Temperate Commune 066->Temperate Commune 066,angle=3.120; difference=0.000; determination=1.516,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.872269,1.032,2.439485,3.52,2.62622,2.242979,0.0,1.516437,0.886575,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,6595011.694555,health:Temperate Commune 066->Temperate Commune 066,angle=3.292; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",3.04,1.445232,0.904269,1.08,2.644726,3.64,2.62622,2.242979,0.0,1.516437,0.886575,3.291945
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,5836446.659991,care:Temperate Commune 066->Temperate Commune 066,angle=3.292; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",3.24,1.221232,0.792269,0.912,2.604904,3.2,2.62622,2.242979,0.0,1.516437,0.886575,3.291945
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,4297375.297399,education:Temperate Commune 066->Temperate Commune 066,angle=2.591; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",2.8,0.997232,0.680269,0.744,2.035673,3.0,2.62622,2.242979,0.0,1.516437,0.886575,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,6542903.503039,mobility:Temperate Commune 066->Temperate Commune 066,angle=2.867; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",2.64,0.805232,0.584269,0.6,1.843023,2.28,2.62622,2.242979,0.0,1.516437,0.886575,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,2033430.210016,governance:Temperate Commune 066->Temperate Commune 066,angle=3.515; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",2.68,1.189232,0.776269,0.888,2.939205,3.44,2.62622,2.242979,0.0,1.516437,0.886575,3.515012
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,1534552.210981,knowledge:Temperate Commune 066->Temperate Commune 066,angle=3.515; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",2.76,1.093232,0.728269,0.816,2.69125,3.28,2.62622,2.242979,0.0,1.516437,0.886575,3.515012
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Temperate Ring,Temperate Commune 066,Temperate Ring,Temperate Commune 066,3359462.127734,resilience:Temperate Commune 066->Temperate Commune 066,angle=3.526; difference=0.000; determination=1.516,"service is used as social effect, not purchased service value",2.52,1.317232,0.840269,0.984,2.041403,3.52,2.62622,2.242979,0.0,1.516437,0.886575,3.525675
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,141059888.842356,water:Temperate Commune 322->Temperate Commune 322,angle=3.277; difference=1.170; determination=2.097,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,2.131743,1.619017,2.019017,2.568665,3.88,4.0,2.325453,1.170024,2.096862,2.019663,3.276804
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,141059888.842356,food:Temperate Commune 322->Temperate Commune 322,angle=3.277; difference=2.317; determination=2.728,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,2.567853,2.381855,2.761855,2.55521,3.76,4.0,2.325453,2.316936,2.727664,3.155106,3.276804
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,141059888.842356,energy:Temperate Commune 322->Temperate Commune 322,angle=3.208; difference=0.000; determination=1.453,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,1.253232,0.624,0.936,3.497932,3.2,4.0,2.325453,0.0,1.453349,0.86134,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,141059888.842356,shelter:Temperate Commune 322->Temperate Commune 322,angle=3.120; difference=0.000; determination=1.453,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.688,1.032,3.138136,3.52,4.0,2.325453,0.0,1.453349,0.86134,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,23274881.658989,health:Temperate Commune 322->Temperate Commune 322,angle=3.277; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",3.04,1.445232,0.72,1.08,2.904151,3.64,4.0,2.325453,0.0,1.453349,0.86134,3.276804
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,28042588.831113,care:Temperate Commune 322->Temperate Commune 322,angle=3.277; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",3.24,1.221232,0.608,0.912,3.22258,3.2,4.0,2.325453,0.0,1.453349,0.86134,3.276804
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,21158983.326353,education:Temperate Commune 322->Temperate Commune 322,angle=2.591; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",2.8,0.997232,0.496,0.744,2.623844,3.0,4.0,2.325453,0.0,1.453349,0.86134,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,33363468.480157,mobility:Temperate Commune 322->Temperate Commune 322,angle=2.867; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",2.64,0.805232,0.4,0.6,2.761713,2.28,4.0,2.325453,0.0,1.453349,0.86134,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,10581340.179406,governance:Temperate Commune 322->Temperate Commune 322,angle=3.427; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",2.68,1.189232,0.592,0.888,2.81687,3.44,4.0,2.325453,0.0,1.453349,0.86134,3.426689
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,7674179.040913,knowledge:Temperate Commune 322->Temperate Commune 322,angle=3.427; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",2.76,1.093232,0.544,0.816,3.208924,3.28,4.0,2.325453,0.0,1.453349,0.86134,3.426689
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Temperate Ring,Temperate Commune 322,Temperate Ring,Temperate Commune 322,9521542.496859,resilience:Temperate Commune 322->Temperate Commune 322,angle=3.437; difference=0.000; determination=1.453,"service is used as social effect, not purchased service value",2.52,1.317232,0.656,0.984,2.609144,3.52,4.0,2.325453,0.0,1.453349,0.86134,3.437352
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,87188834.847007,water:Temperate Commune 364->Temperate Commune 364,angle=3.248; difference=0.000; determination=1.335,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,1.605232,0.802235,1.2,3.25768,3.88,4.0,2.156988,0.0,1.335059,0.814024,3.248414
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,87188834.847007,food:Temperate Commune 364->Temperate Commune 364,angle=3.248; difference=3.145; determination=3.065,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,2.940324,2.96349,3.341254,2.74541,3.76,4.0,2.156988,3.144649,3.064616,3.927226,3.248414
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,87188834.847007,energy:Temperate Commune 364->Temperate Commune 364,angle=3.208; difference=2.375; determination=2.642,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,2.322203,2.289078,2.598843,3.350877,3.2,4.0,2.156988,2.37549,2.641579,3.165759,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,87188834.847007,shelter:Temperate Commune 364->Temperate Commune 364,angle=3.120; difference=0.000; determination=1.335,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.690235,1.032,3.129891,3.52,4.0,2.156988,0.0,1.335059,0.814024,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,14466545.415101,health:Temperate Commune 364->Temperate Commune 364,angle=3.248; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",3.04,1.445232,0.722235,1.08,3.204712,3.64,4.0,2.156988,0.0,1.335059,0.814024,3.248414
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,17348099.371377,care:Temperate Commune 364->Temperate Commune 364,angle=3.248; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",3.24,1.221232,0.610235,0.912,2.568843,3.2,4.0,2.156988,0.0,1.335059,0.814024,3.248414
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,13078325.227051,education:Temperate Commune 364->Temperate Commune 364,angle=2.591; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",2.8,0.997232,0.498235,0.744,2.983452,3.0,4.0,2.156988,0.0,1.335059,0.814024,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,21082570.485861,mobility:Temperate Commune 364->Temperate Commune 364,angle=2.867; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",2.64,0.805232,0.402235,0.6,2.529355,2.28,4.0,2.156988,0.0,1.335059,0.814024,2.8672
120,need_acceptance,buy/service_purchase,accept_service_effect,governance,institutional_coordination,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,6803062.239647,governance:Temperate Commune 364->Temperate Commune 364,angle=3.261; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",2.68,1.189232,0.594235,0.888,2.62758,3.44,4.0,2.156988,0.0,1.335059,0.814024,3.261083
120,need_acceptance,buy/service_purchase,accept_service_effect,knowledge,knowledge_reproduction,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,5277784.21248,knowledge:Temperate Commune 364->Temperate Commune 364,angle=3.261; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",2.76,1.093232,0.546235,0.816,3.419741,3.28,4.0,2.156988,0.0,1.335059,0.814024,3.261083
120,need_acceptance,buy/service_purchase,accept_service_effect,resilience,risk_protection,Temperate Ring,Temperate Commune 364,Temperate Ring,Temperate Commune 364,5885246.352173,resilience:Temperate Commune 364->Temperate Commune 364,angle=3.272; difference=0.000; determination=1.335,"service is used as social effect, not purchased service value",2.52,1.317232,0.658235,0.984,2.645669,3.52,4.0,2.156988,0.0,1.335059,0.814024,3.271746
120,need_acceptance,buy/consumption,accept_effect_for_need,water,primary_reproduction,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,41875675.92253,water:Temperate Commune 021->Temperate Commune 021,angle=3.251; difference=4.000; determination=3.547,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.52,3.405232,3.752727,4.0,2.354076,3.88,3.0,2.217276,4.0,3.546915,4.0,3.251259
120,need_acceptance,buy/consumption,accept_effect_for_need,food,primary_reproduction,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,47010717.071314,food:Temperate Commune 021->Temperate Commune 021,angle=3.251; difference=4.000; determination=3.547,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.28,3.325232,3.712727,3.94,2.166089,3.76,3.0,2.217276,4.0,3.546915,4.0,3.251259
120,need_acceptance,buy/consumption,accept_effect_for_need,energy,infrastructure_energy,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,85844090.799515,energy:Temperate Commune 021->Temperate Commune 021,angle=3.208; difference=4.000; determination=3.547,"need satisfaction accepted through existence/intensity/time, not purchasing power",3.12,3.053232,3.576727,3.736,2.550198,3.2,3.0,2.217276,4.0,3.546915,4.0,3.208
120,need_acceptance,buy/rent,stabilize_shelter_existence,shelter,social_infrastructure,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,96983972.159957,shelter:Temperate Commune 021->Temperate Commune 021,angle=3.120; difference=0.000; determination=1.347,"housing access through real need and capacity, not rent/price",2.92,1.381232,0.840727,1.032,2.482821,3.52,3.0,2.217276,0.0,1.346915,0.818766,3.12
120,need_acceptance,buy/service_purchase,accept_service_effect,health,care_reproduction,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,22112351.572977,health:Temperate Commune 021->Temperate Commune 021,angle=3.251; difference=0.000; determination=1.347,"service is used as social effect, not purchased service value",3.04,1.445232,0.872727,1.08,2.559827,3.64,3.0,2.217276,0.0,1.346915,0.818766,3.251259
120,need_acceptance,buy/service_purchase,accept_service_effect,care,care_reproduction,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,20434858.508997,care:Temperate Commune 021->Temperate Commune 021,angle=3.251; difference=0.000; determination=1.347,"service is used as social effect, not purchased service value",3.24,1.221232,0.760727,0.912,2.217321,3.2,3.0,2.217276,0.0,1.346915,0.818766,3.251259
120,need_acceptance,buy/service_purchase,accept_service_effect,education,knowledge_reproduction,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,15018004.643052,education:Temperate Commune 021->Temperate Commune 021,angle=2.591; difference=0.000; determination=1.347,"service is used as social effect, not purchased service value",2.8,0.997232,0.648727,0.744,2.435051,3.0,3.0,2.217276,0.0,1.346915,0.818766,2.59147
120,need_acceptance,buy/service_purchase,accept_service_effect,mobility,logistics_circulation,Temperate Ring,Temperate Commune 021,Temperate Ring,Temperate Commune 021,23267686.992551,mobility:Temperate Commune 021->Temperate Commune 021,angle=2.867; difference=0.000; determination=1.347,"service is used as social effect, not purchased service value",2.64,0.805232,0.552727,0.6,2.284285,2.28,3.0,2.217276,0.0,1.346915,0.818766,2.8672
